"Perioden";"Wijken en buurten";"Regiocode (gemeente, wijk, buurt) (code)";"Particuliere huishoudens (Aantal)";"Opleidingsniveau/Laag/Waarde (%)";"Opleidingsniveau/Middelbaar/Waarde (%)";"Opleidingsniveau/Hoog/Waarde (%)";"SES-WOA/Totaalscore/Gemiddelde score (Getal)";"Spreiding/Spreiding totaal/Waarde (Getal)"
"2019";"Tuindorp Amstelstation";"BU03635505";"     500";"    39.2";"    36.0";"    24.8";"  -0.675";"   0.975"
"2019";"De Wetbuurt";"BU03635506";"     900";"    21.9";"    29.4";"    48.7";"  -0.011";"   0.983"
"2019";"Tuindorp Frankendael";"BU03635507";"    1400";"    27.6";"    32.5";"    39.9";"  -0.301";"   1.054"
"2019";"Van der Kunbuurt";"BU03635508";"     300";"    28.8";"    31.3";"    39.9";"  -0.425";"   0.979"
"2019";"Middenmeer";"WK036356  ";"    8100";"    11.7";"    29.4";"    58.9";"   0.035";"   1.013"
"2019";"Linnaeusparkbuurt";"BU03635600";"    1300";"    10.5";"    21.3";"    68.3";"   0.301";"   0.808"
"2019";"Middenmeer Noord";"BU03635601";"    1300";"    12.3";"    22.5";"    65.1";"   0.241";"   0.865"
"2019";"Middenmeer Zuid";"BU03635602";"    2400";"    12.3";"    22.8";"    64.9";"   0.257";"   0.824"
"2019";"Sportpark Middenmeer Zuid";"BU03635603";"     200";"    24.2";"    27.8";"    48.0";"   0.141";"   0.788"
"2019";"Sportpark Middenmeer Noord";"BU03635604";"     200";"    28.0";"    43.1";"    29.0";"  -1.152";"   0.848"
"2019";"Park de Meer";"BU03635605";"     700";"    15.4";"    24.7";"    59.9";"   0.244";"   0.883"
"2019";"Sportpark Voorland";"BU03635606";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Science Park Noord";"BU03635607";"    1600";"     3.8";"    50.1";"    46.0";"  -0.446";"   1.085"
"2019";"Science Park Zuid";"BU03635608";"     200";"    25.7";"    41.1";"    33.2";"  -1.106";"   0.842"
"2019";"Betondorp";"WK036357  ";"    2000";"    32.8";"    32.5";"    34.7";"  -0.379";"   1.017"
"2019";"Betondorp";"BU03635700";"    2000";"    32.9";"    32.4";"    34.7";"  -0.380";"   1.017"
"2019";"Nieuwe Oosterbegraafplaats";"BU03635701";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Drieburg";"BU03635702";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Omval/Overamstel";"WK036358  ";"    3100";"     4.5";"    32.1";"    63.4";"  -0.102";"   0.936"
"2019";"Weespertrekvaart";"BU03635801";"     800";"     4.8";"    36.3";"    58.8";"  -0.475";"   0.833"
"2019";"Amstelglorie";"BU03635804";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Overamstel";"BU03635805";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Amstelkwartier Noord";"BU03635806";"    1200";"     4.2";"    26.1";"    69.7";"   0.060";"   0.896"
"2019";"De Omval";"BU03635807";"     400";"     5.2";"    15.1";"    79.7";"   0.563";"   0.507"
"2019";"Amstelkwartier Zuid";"BU03635808";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Amstelkwartier West";"BU03635809";"     600";"     3.6";"    52.1";"    44.3";"  -0.448";"   0.867"
"2019";"Prinses Irenebuurt e.o.";"WK036359  ";"     700";"     6.5";"    19.0";"    74.5";"   0.520";"   0.544"
"2019";"Prinses Irenebuurt";"BU03635900";"     700";"     6.5";"    19.0";"    74.5";"   0.520";"   0.544"
"2019";"Beatrixpark";"BU03635901";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Volewijck";"WK036360  ";"    5000";"    34.7";"    33.6";"    31.7";"  -0.495";"   1.057"
"2019";"Van der Pekbuurt";"BU03636000";"    2500";"    33.5";"    33.8";"    32.8";"  -0.553";"   1.053"
"2019";"Bloemenbuurt Zuid";"BU03636001";"    1200";"    37.9";"    33.3";"    28.8";"  -0.556";"   1.053"
"2019";"Bloemenbuurt Noord";"BU03636002";"    1200";"    34.1";"    33.5";"    32.3";"  -0.318";"   1.037"
"2019";"IJplein/Vogelbuurt";"WK036361  ";"    4300";"    30.2";"    33.7";"    36.2";"  -0.385";"   1.075"
"2019";"IJplein e.o.";"BU03636100";"    1400";"    30.4";"    35.3";"    34.3";"  -0.401";"   1.058"
"2019";"Vogelbuurt Zuid";"BU03636101";"    2100";"    30.8";"    33.3";"    35.9";"  -0.415";"   1.078"
"2019";"Vogelbuurt Noord";"BU03636102";"     700";"    30.3";"    32.5";"    37.2";"  -0.351";"   1.076"
"2019";"Vliegenbos";"BU03636103";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Tuindorp Nieuwendam";"WK036362  ";"    1800";"    31.6";"    36.1";"    32.3";"  -0.279";"   0.964"
"2019";"Tuindorp Nieuwendam West";"BU03636200";"     500";"    31.8";"    38.9";"    29.3";"  -0.266";"   0.921"
"2019";"Tuindorp Nieuwendam Oost";"BU03636201";"    1300";"    31.5";"    35.0";"    33.5";"  -0.284";"   0.982"
"2019";"Tuindorp Buiksloot";"WK036363  ";"     900";"    34.1";"    38.9";"    27.0";"  -0.364";"   0.999"
"2019";"Blauwe Zand";"BU03636300";"     900";"    34.1";"    38.9";"    27.0";"  -0.364";"   0.999"
"2019";"Nieuwendammerdijk/Buiksloterdijk";"WK036364  ";"     600";"     6.0";"    17.7";"    76.3";"   0.625";"   0.498"
"2019";"Buiksloterdijk West";"BU03636400";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Buiksloterdijk Oost";"BU03636401";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Nieuwendammerdijk West";"BU03636402";"     400";"     6.2";"    17.6";"    76.1";"   0.647";"   0.459"
"2019";"Nieuwendammerdijk Oost";"BU03636403";"     100";"     6.8";"    16.5";"    76.7";"   0.594";"   0.555"
"2019";"Nieuwendammerdijk Zuid";"BU03636404";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Tuindorp Oostzaan";"WK036365  ";"    5400";"    30.4";"    36.8";"    32.8";"  -0.223";"   0.995"
"2019";"Tuindorp Oostzaan West";"BU03636500";"     600";"    34.4";"    40.6";"    25.0";"  -0.288";"   0.926"
"2019";"Tuindorp Oostzaan Oost";"BU03636501";"    2000";"    31.3";"    39.0";"    29.7";"  -0.240";"   0.946"
"2019";"Terrasdorp";"BU03636502";"    2100";"    33.8";"    37.7";"    28.5";"  -0.377";"   1.008"
"2019";"De Bongerd";"BU03636503";"     800";"    15.7";"    25.5";"    58.8";"   0.293";"   0.847"
"2019";"Oostzanerwerf";"WK036366  ";"    4000";"    27.2";"    38.9";"    34.0";"  -0.117";"   0.953"
"2019";"Oostzanerdijk";"BU03636601";"     200";"    18.3";"    31.4";"    50.4";"   0.149";"   0.886"
"2019";"Walvisbuurt";"BU03636602";"     600";"    19.8";"    42.5";"    37.7";"   0.136";"   0.791"
"2019";"Twiske West";"BU03636603";"    1000";"    18.0";"    33.1";"    49.0";"   0.239";"   0.770"
"2019";"Noorder IJplas";"BU03636604";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Molenwijk";"BU03636605";"    1500";"    38.4";"    39.7";"    21.9";"  -0.544";"   0.934"
"2019";"Circus/Kermisbuurt";"BU03636606";"     700";"    25.4";"    44.3";"    30.3";"  -0.003";"   0.849"
"2019";"Kadoelen";"WK036367  ";"    1400";"    17.8";"    35.1";"    47.1";"   0.208";"   0.820"
"2019";"Kadoelen";"BU03636700";"     900";"    15.6";"    30.1";"    54.3";"   0.299";"   0.789"
"2019";"Twiske Oost";"BU03636701";"     500";"    22.1";"    44.7";"    33.3";"   0.032";"   0.828"
"2019";"Waterlandpleinbuurt";"WK036368  ";"    5800";"    30.4";"    36.9";"    32.7";"  -0.284";"   0.995"
"2019";"Baanakkerspark Noord";"BU03636800";"     400";"    18.5";"    36.0";"    45.5";"   0.058";"   0.673"
"2019";"Baanakkerspark Zuid";"BU03636801";"     300";"    15.7";"    31.3";"    53.0";"   0.110";"   0.733"
"2019";"Werengouw Midden";"BU03636802";"    2500";"    32.4";"    37.2";"    30.4";"  -0.341";"   0.986"
"2019";"Markengouw Midden";"BU03636803";"    1300";"    29.1";"    38.9";"    32.0";"  -0.291";"   1.012"
"2019";"Markengouw Zuid";"BU03636804";"     700";"    33.9";"    41.1";"    25.0";"  -0.382";"   1.000"
"2019";"Werengouw Zuid";"BU03636805";"     600";"    34.6";"    29.9";"    35.5";"  -0.300";"   1.144"
"2019";"Buikslotermeer";"WK036369  ";"    5800";"    29.0";"    38.7";"    32.3";"  -0.358";"   0.967"
"2019";"Rode Kruisbuurt";"BU03636900";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Loenermark";"BU03636902";"     900";"    29.4";"    35.7";"    34.9";"  -0.263";"   0.900"
"2019";"Buikslotermeerplein";"BU03636909";"     600";"    31.4";"    36.9";"    31.7";"  -0.260";"   0.931"
"2019";"Plan van Gool";"BU03636910";"    1500";"    28.7";"    36.0";"    35.3";"  -0.344";"   0.998"
"2019";"De Kleine Wereld";"BU03636911";"    1200";"    42.1";"    36.7";"    21.1";"  -0.652";"   1.001"
"2019";"Buikslotermeer Noord";"BU03636912";"    1500";"    19.2";"    46.4";"    34.5";"  -0.279";"   0.892"
"2019";"Banne Buiksloot";"WK036370  ";"    6400";"    32.6";"    36.8";"    30.6";"  -0.340";"   1.037"
"2019";"Banne Zuidwest";"BU03637000";"    1500";"    35.6";"    35.5";"    28.9";"  -0.398";"   1.048"
"2019";"Banne Zuidoost";"BU03637001";"    1800";"    29.6";"    35.2";"    35.2";"  -0.236";"   1.049"
"2019";"Banne Noordwest";"BU03637002";"    1200";"    37.6";"    40.6";"    21.8";"  -0.522";"   0.985"
"2019";"Banne Noordoost";"BU03637003";"    1500";"    32.1";"    39.1";"    28.8";"  -0.369";"   1.005"
"2019";"Buiksloterbreek";"BU03637004";"     100";"     9.0";"    18.5";"    72.6";"   0.578";"   0.500"
"2019";"Marjoleinterrein";"BU03637005";"     200";"    24.7";"    31.3";"    44.1";"  -0.111";"   1.017"
"2019";"Noordelijke IJ-oevers West";"WK036371  ";"    2400";"     7.5";"    36.4";"    56.0";"  -0.086";"   1.030"
"2019";"Papaverweg e.o.";"BU03637102";"     400";"     6.7";"    20.8";"    72.4";"   0.488";"   0.641"
"2019";"Cornelis Douwesterrein";"BU03637104";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"NDSM terrein";"BU03637105";"    1200";"     8.1";"    51.8";"    40.1";"  -0.642";"   0.894"
"2019";"Buiksloterham";"BU03637106";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Overhoeks";"BU03637107";"     700";"     7.1";"    20.4";"    72.5";"   0.498";"   0.598"
"2019";"Noordelijke IJ-oevers Oost";"WK036372  ";"     200";"    13.8";"    32.9";"    53.3";"  -0.104";"   0.880"
"2019";"Bedrijventerrein Hamerstraat";"BU03637200";"     200";"    14.0";"    33.2";"    52.8";"  -0.095";"   0.869"
"2019";"Zamenhofstraat e.o.";"BU03637201";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Bedrijventerrein Nieuwendammerdijk";"BU03637202";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Waterland";"WK036373  ";"     900";"    11.5";"    24.3";"    64.2";"   0.456";"   0.656"
"2019";"Schellingwoude West";"BU03637300";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Schellingwoude Oost";"BU03637301";"     300";"     9.6";"    19.6";"    70.7";"   0.508";"   0.633"
"2019";"Schellingwoude Noord";"BU03637302";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Durgerdam";"BU03637303";"     200";"     7.4";"    20.9";"    71.7";"   0.544";"   0.558"
"2019";"Zwarte Gouw";"BU03637304";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Ransdorp";"BU03637305";"     100";"    11.8";"    24.5";"    63.7";"   0.525";"   0.565"
"2019";"Holysloot";"BU03637306";"     100";"    12.6";"    27.3";"    60.1";"   0.535";"   0.518"
"2019";"Zunderdorp";"BU03637307";"     200";"    14.4";"    32.2";"    53.4";"   0.323";"   0.735"
"2019";"Noorderstrook West";"BU03637308";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Noorderstrook Oost";"BU03637309";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Elzenhagen";"WK036374  ";"    1200";"    16.9";"    26.9";"    56.2";"   0.167";"   0.959"
"2019";"Nintemanterrein";"BU03637400";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Elzenhagen Zuid";"BU03637401";"     200";"    30.8";"    32.6";"    36.6";"  -0.704";"   1.255"
"2019";"Elzenhagen Noord";"BU03637402";"     900";"    13.7";"    25.8";"    60.6";"   0.384";"   0.719"
"2019";"Chassébuurt";"WK036375  ";"    3200";"    20.9";"    25.8";"    53.3";"  -0.109";"   1.054"
"2019";"Kortenaerkwartier";"BU03637500";"    1100";"    18.3";"    24.7";"    57.0";"  -0.068";"   1.036"
"2019";"Filips van Almondekwartier";"BU03637501";"     600";"    16.2";"    22.2";"    61.6";"   0.036";"   0.993"
"2019";"De Wester Quartier";"BU03637502";"     900";"    24.1";"    29.1";"    46.8";"  -0.200";"   1.070"
"2019";"Van Brakelkwartier";"BU03637503";"     500";"    27.3";"    26.8";"    45.8";"  -0.222";"   1.103"
"2019";"Slotermeer-Noordoost";"WK036376  ";"    4400";"    35.0";"    34.9";"    30.1";"  -0.460";"   1.060"
"2019";"Buurt 3";"BU03637600";"    2900";"    34.3";"    35.4";"    30.3";"  -0.433";"   1.059"
"2019";"Buurt 2";"BU03637601";"    1500";"    36.4";"    33.9";"    29.7";"  -0.513";"   1.059"
"2019";"Slotermeer-Zuidwest";"WK036377  ";"    8500";"    34.5";"    35.2";"    30.3";"  -0.463";"   1.053"
"2019";"Slotermeer Zuid";"BU03637700";"    1900";"    37.4";"    36.4";"    26.2";"  -0.633";"   1.006"
"2019";"Noordoever Sloterplas";"BU03637701";"    1600";"    23.8";"    31.7";"    44.5";"  -0.095";"   1.003"
"2019";"Buurt 4 Oost";"BU03637702";"    1700";"    31.9";"    36.6";"    31.4";"  -0.354";"   1.007"
"2019";"Buurt 5 Noord";"BU03637703";"    1500";"    44.2";"    36.0";"    19.8";"  -0.709";"   1.030"
"2019";"Sloterpark";"BU03637704";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Buurt 5 Zuid";"BU03637705";"    1700";"    36.1";"    34.7";"    29.2";"  -0.521";"   1.047"
"2019";"Geuzenveld";"WK036378  ";"    6900";"    34.4";"    38.2";"    27.4";"  -0.416";"   1.025"
"2019";"Buurt 6";"BU03637800";"    1300";"    39.6";"    38.2";"    22.2";"  -0.602";"   0.997"
"2019";"Buurt 7";"BU03637801";"    1100";"    30.0";"    39.1";"    30.8";"  -0.185";"   0.935"
"2019";"Buurt 8";"BU03637802";"    1700";"    28.6";"    37.8";"    33.5";"  -0.325";"   1.034"
"2019";"Buurt 9";"BU03637803";"    2600";"    37.6";"    38.5";"    23.9";"  -0.476";"   1.024"
"2019";"Eendrachtspark";"BU03637804";"     200";"    32.1";"    31.5";"    36.4";"  -0.471";"   1.173"
"2019";"Eendracht";"WK036379  ";"    1000";"    23.8";"    39.0";"    37.2";"   0.020";"   0.836"
"2019";"Osdorper Binnenpolder";"BU03637900";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Buurt 10";"BU03637901";"    1000";"    23.8";"    39.1";"    37.1";"   0.017";"   0.837"
"2019";"Lutkemeer/Ookmeer";"WK036380  ";"     400";"    23.5";"    35.2";"    41.3";"   0.001";"   0.976"
"2019";"Ookmeer";"BU03638000";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Osdorper Bovenpolder";"BU03638001";"     300";"    23.2";"    34.9";"    41.9";"   0.035";"   0.959"
"2019";"Bedrijvenpark Lutkemeer";"BU03638002";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Osdorp-Oost";"WK036381  ";"    8500";"    32.5";"    36.2";"    31.2";"  -0.358";"   1.009"
"2019";"Wildeman";"BU03638100";"    2500";"    44.5";"    36.3";"    19.2";"  -0.678";"   0.956"
"2019";"Meer en Oever";"BU03638101";"    1600";"    22.4";"    32.3";"    45.3";"   0.011";"   0.902"
"2019";"Osdorpplein e.o.";"BU03638102";"    1400";"    29.3";"    34.6";"    36.1";"  -0.232";"   0.991"
"2019";"Calandlaan/Lelylaan";"BU03638103";"     700";"    34.8";"    35.8";"    29.4";"  -0.413";"   1.062"
"2019";"Osdorp Zuidoost";"BU03638104";"    2300";"    27.7";"    40.2";"    32.1";"  -0.327";"   0.965"
"2019";"Osdorp-Midden";"WK036382  ";"    6900";"    31.6";"    37.3";"    31.1";"  -0.345";"   1.035"
"2019";"Osdorp Midden Noord";"BU03638200";"    1200";"    41.9";"    38.4";"    19.6";"  -0.645";"   0.981"
"2019";"Osdorp Midden Zuid";"BU03638201";"    1500";"    35.1";"    36.7";"    28.3";"  -0.459";"   1.072"
"2019";"Zuidwestkwadrant Osdorp Noord";"BU03638202";"    1400";"    34.4";"    38.3";"    27.3";"  -0.437";"   1.013"
"2019";"Zuidwestkwadrant Osdorp Zuid";"BU03638203";"    2800";"    24.0";"    36.7";"    39.3";"  -0.113";"   0.969"
"2019";"De Punt";"WK036383  ";"    2700";"    28.6";"    39.7";"    31.7";"  -0.263";"   0.936"
"2019";"De Punt";"BU03638300";"    2700";"    28.6";"    39.6";"    31.8";"  -0.263";"   0.936"
"2019";"Bedrijvencentrum Osdorp";"BU03638301";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Middelveldsche Akerpolder";"WK036384  ";"    5800";"    21.5";"    35.0";"    43.6";"   0.095";"   0.887"
"2019";"Middelveldsche Akerpolder";"BU03638400";"    1700";"    26.2";"    39.8";"    34.0";"  -0.106";"   0.894"
"2019";"De Aker West";"BU03638401";"    1900";"    20.3";"    34.0";"    45.7";"   0.146";"   0.870"
"2019";"De Aker Oost";"BU03638402";"    2200";"    18.8";"    32.0";"    49.1";"   0.207";"   0.852"
"2019";"Slotervaart Noord";"WK036385  ";"    3700";"    27.8";"    33.0";"    39.2";"  -0.226";"   1.031"
"2019";"Oostoever Sloterplas";"BU03638500";"    1200";"    20.2";"    27.6";"    52.2";"   0.184";"   0.839"
"2019";"Emanuel van Meterenbuurt";"BU03638501";"    1000";"    25.2";"    30.0";"    44.8";"  -0.177";"   1.023"
"2019";"Jacob Geelbuurt";"BU03638502";"    1500";"    35.5";"    39.1";"    25.4";"  -0.572";"   1.002"
"2019";"Overtoomse Veld";"WK036386  ";"    6600";"    22.2";"    30.9";"    46.8";"  -0.184";"   1.035"
"2019";"Overtoomse Veld Noord";"BU03638600";"    2400";"    33.0";"    29.6";"    37.4";"  -0.339";"   1.128"
"2019";"Overtoomse Veld Zuid";"BU03638601";"    2300";"    18.3";"    28.8";"    52.8";"  -0.045";"   0.901"
"2019";"Rembrandtpark Noord";"BU03638602";"     600";"     8.8";"    49.6";"    41.6";"  -0.318";"   1.006"
"2019";"Rembrandtpark Zuid";"BU03638603";"     500";"     7.0";"    23.9";"    69.1";"   0.283";"   0.722"
"2019";"Johan Jongkindbuurt";"BU03638604";"     300";"    49.3";"    32.9";"    17.8";"  -0.837";"   1.002"
"2019";"Lucas/Andreasziekenhuis e.o.";"BU03638605";"     400";"     5.3";"    29.4";"    65.3";"  -0.037";"   1.012"
"2019";"Westlandgracht";"WK036387  ";"    6100";"    15.6";"    30.9";"    53.5";"  -0.157";"   1.014"
"2019";"Koningin Wilhelminaplein";"BU03638700";"    1600";"     8.7";"    25.9";"    65.4";"   0.278";"   0.749"
"2019";"Andreasterrein";"BU03638701";"     500";"    15.6";"    21.0";"    63.4";"   0.233";"   0.932"
"2019";"Delflandpleinbuurt Oost";"BU03638702";"     800";"    22.0";"    33.0";"    45.0";"  -0.326";"   1.034"
"2019";"Delflandpleinbuurt West";"BU03638703";"    1900";"    21.0";"    33.7";"    45.3";"  -0.251";"   1.001"
"2019";"Riekerhaven";"BU03638704";"     500";"    26.2";"    37.1";"    36.7";"  -0.971";"   0.801"
"2019";"Schipluidenbuurt";"BU03638705";"     800";"     3.1";"    34.5";"    62.4";"  -0.374";"   0.932"
"2019";"Sloter-/Riekerpolder";"WK036388  ";"    6100";"    17.3";"    32.6";"    50.1";"   0.207";"   0.790"
"2019";"Riekerpolder";"BU03638800";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Park Haagseweg";"BU03638801";"     400";"     7.9";"    23.4";"    68.7";"   0.538";"   0.519"
"2019";"Nieuwe Meer";"BU03638802";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Sloterweg e.o.";"BU03638803";"     100";"     6.5";"    29.0";"    64.5";"   0.408";"   0.637"
"2019";"Nieuw Sloten Noordwest";"BU03638804";"    1300";"    20.1";"    32.5";"    47.4";"   0.153";"   0.844"
"2019";"Nieuw Sloten Noordoost";"BU03638805";"    1400";"    21.3";"    35.3";"    43.4";"   0.125";"   0.793"
"2019";"Belgiëplein e.o.";"BU03638806";"     600";"    26.8";"    31.3";"    41.8";"  -0.063";"   0.924"
"2019";"Nieuw Sloten Zuidwest";"BU03638807";"     900";"     8.8";"    28.0";"    63.2";"   0.524";"   0.530"
"2019";"Nieuw Sloten Zuidoost";"BU03638808";"     900";"    15.5";"    38.1";"    46.4";"   0.159";"   0.764"
"2019";"Dorp Sloten";"BU03638809";"     300";"    14.2";"    35.6";"    50.2";"   0.276";"   0.729"
"2019";"Slotervaart Zuid";"WK036389  ";"    5500";"    25.6";"    37.6";"    36.8";"  -0.369";"   0.998"
"2019";"Louis Chrispijnbuurt";"BU03638900";"    1600";"    29.8";"    37.7";"    32.5";"  -0.364";"   0.942"
"2019";"Jacques Veltmanbuurt";"BU03638901";"    1900";"    22.5";"    33.3";"    44.2";"  -0.260";"   1.003"
"2019";"Staalmanbuurt";"BU03638902";"    1300";"    29.7";"    32.6";"    37.7";"  -0.307";"   1.070"
"2019";"Medisch Centrum Slotervaart";"BU03638903";"     700";"    15.6";"    59.5";"    24.9";"  -0.819";"   0.732"
"2019";"Buitenveldert-West";"WK036390  ";"    7600";"    18.8";"    28.0";"    53.1";"   0.072";"   0.869"
"2019";"Gelderlandpleinbuurt";"BU03639000";"    2600";"    19.6";"    28.1";"    52.2";"   0.041";"   0.870"
"2019";"Buitenveldert Midden Zuid";"BU03639002";"    2100";"    14.3";"    28.1";"    57.6";"   0.118";"   0.836"
"2019";"Buitenveldert Zuidwest";"BU03639003";"    2300";"    22.5";"    28.4";"    49.1";"   0.028";"   0.912"
"2019";"Amsterdamse Bos";"BU03639004";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Buitenveldert West Midden";"BU03639008";"     500";"    16.8";"    24.6";"    58.6";"   0.220";"   0.771"
"2019";"Zuiderhof";"BU03639009";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Buitenveldert-Oost";"WK036391  ";"    4400";"    18.5";"    29.5";"    52.0";"   0.010";"   0.895"
"2019";"De Klenckebuurt";"BU03639100";"     400";"    17.2";"    25.0";"    57.8";"   0.271";"   0.711"
"2019";"Buitenveldert Oost Midden";"BU03639101";"    1900";"    24.1";"    32.1";"    43.8";"  -0.123";"   0.931"
"2019";"Buitenveldert Zuidoost";"BU03639102";"    2100";"    13.5";"    27.9";"    58.6";"   0.086";"   0.867"
"2019";"Amstelpark";"BU03639103";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Amstel III/Bullewijk";"WK036392  ";"     500";"     6.4";"    57.9";"    35.7";"  -0.588";"   0.720"
"2019";"Hoofdcentrum Zuidoost";"BU03639200";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Amstel III deel A/B Noord";"BU03639201";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Amstel III deel C/D Noord";"BU03639202";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Amstel III deel A/B Zuid";"BU03639203";"     400";"     2.7";"    65.5";"    31.8";"  -0.723";"   0.590"
"2019";"Amstel III deel C/D Zuid";"BU03639204";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"AMC";"BU03639205";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Hoge Dijk";"BU03639206";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Bijlmer Centrum (D,F,H)";"WK036393  ";"   12800";"    32.0";"    41.1";"    26.9";"  -0.567";"   1.022"
"2019";"Venserpolder West";"BU03639300";"    3000";"    36.1";"    38.0";"    25.9";"  -0.528";"   1.024"
"2019";"Venserpolder Oost";"BU03639301";"    2000";"    32.2";"    38.0";"    29.8";"  -0.410";"   1.037"
"2019";"D-buurt";"BU03639302";"    1400";"    12.4";"    63.6";"    24.0";"  -0.915";"   0.691"
"2019";"F-buurt";"BU03639303";"    1600";"    27.6";"    36.4";"    36.1";"  -0.233";"   1.020"
"2019";"Amsterdamse Poort";"BU03639304";"     700";"    41.3";"    38.8";"    19.9";"  -0.798";"   0.949"
"2019";"Hoptille";"BU03639305";"     900";"    28.3";"    47.7";"    24.1";"  -0.739";"   0.953"
"2019";"Rechte H-buurt";"BU03639306";"    1500";"    43.4";"    35.6";"    21.1";"  -0.695";"   1.046"
"2019";"Hakfort/Huigenbos";"BU03639307";"    1300";"    36.2";"    39.2";"    24.6";"  -0.697";"   0.991"
"2019";"Huntum";"BU03639308";"     100";"       .";"       .";"       .";"       .";"       ."
"2019";"Vogeltjeswei";"BU03639309";"     300";"    27.3";"    35.9";"    36.7";"  -0.140";"   1.002"
"2019";"Nelson Mandelapark";"BU03639310";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Bijlmer Oost (E,G,K)";"WK036394  ";"   15100";"    32.6";"    38.0";"    29.4";"  -0.413";"   1.034"
"2019";"E-buurt";"BU03639400";"     800";"    14.1";"    44.2";"    41.7";"  -0.072";"   0.947"
"2019";"G-buurt West";"BU03639401";"    1800";"    27.5";"    38.1";"    34.4";"  -0.220";"   0.960"
"2019";"Bijlmermuseum Noord";"BU03639402";"    1300";"    48.4";"    32.6";"    19.0";"  -0.800";"   0.986"
"2019";"Kortvoort";"BU03639403";"    1600";"    42.1";"    39.1";"    18.8";"  -0.697";"   0.948"
"2019";"Kelbergen";"BU03639404";"     500";"    34.8";"    40.7";"    24.5";"  -0.393";"   0.942"
"2019";"K-buurt Midden";"BU03639405";"    1300";"    34.0";"    41.7";"    24.2";"  -0.591";"   1.006"
"2019";"K-buurt Zuidoost";"BU03639406";"     500";"    22.2";"    37.3";"    40.4";"  -0.046";"   0.942"
"2019";"K-buurt Zuidwest";"BU03639407";"     600";"    28.5";"    41.2";"    30.3";"  -0.240";"   0.994"
"2019";"Grunder/Koningshoef";"BU03639408";"     800";"    26.4";"    39.6";"    34.0";"  -0.174";"   0.986"
"2019";"G-buurt Oost";"BU03639409";"    1900";"    21.5";"    35.5";"    43.0";"  -0.072";"   0.878"
"2019";"Kantershof";"BU03639410";"    1200";"    35.8";"    36.5";"    27.7";"  -0.364";"   1.010"
"2019";"Gooise Kant";"BU03639411";"     100";"     7.5";"    34.6";"    57.9";"   0.429";"   0.603"
"2019";"G-buurt Noord";"BU03639412";"    1000";"    50.0";"    36.6";"    13.4";"  -0.967";"   1.011"
"2019";"Bijlmermuseum Zuid";"BU03639413";"    1700";"    34.6";"    37.4";"    28.0";"  -0.551";"   1.051"
"2019";"Nellestein";"WK036395  ";"    1700";"    20.2";"    36.8";"    42.9";"  -0.004";"   0.823"
"2019";"L-buurt";"BU03639500";"    1700";"    20.3";"    36.8";"    42.9";"  -0.006";"   0.822"
"2019";"Gaasperpark";"BU03639501";"       0";"       .";"       .";"       .";"       .";"       ."
"2019";"Gaasperplas";"BU03639502";"       0";"       .";"       .";"       .";"       .";"       ."
